Ingreso,Ingreso específico,Valor,Código de entidad,Código de sector,Sector,Entidad,Año
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,4000000.0,2210,22,Educación,Instituto nacional para ciegos (inci),2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,11120033642.0,2234,22,Educación,Escuela tecnológica instituto técnico central,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,50000000.0,2234,22,Educación,Escuela tecnológica instituto técnico central,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,350000000.0,2238,22,Educación,Instituto nacional de formación técnica profesional de san andres y providencia,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,2001000000.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1500000000.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,7360464794.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,2193000000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1015482519943.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,251737400000.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,28657000000.0,2309,23,Tecnologías de la información y las comunicaciones,Agencia nacional del espectro - ane,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,279183793226.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,16896916610.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,53160019500.0,2311,23,Tecnologías de la información y las comunicaciones,Computadores para educar cpe,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,941189712823.0,2402,24,Transporte,Instituto nacional de vías,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,271000600000.0,2402,24,Transporte,Instituto nacional de vías,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1133262490543.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,277227300000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,189105665239.0,2413,24,Transporte,Agencia nacional de infraestructura,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1700000000.0,2413,24,Transporte,Agencia nacional de infraestructura,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,25777020121.0,2416,24,Transporte,Agencia nacional de seguridad vial,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,136826900000.0,2416,24,Transporte,Agencia nacional de seguridad vial,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,49166877742.0,2417,24,Transporte,Superintendencia de puertos y transporte,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,20640000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,87000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,70453285588.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,13903921003.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,12897498000.0,2803,28,Registraduría,Fondo social de vivienda de la registraduría nacional del estado civil,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,10141000000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,451000000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,59501778749.0,2904,29,Fiscalía,Fondo especial para la administración de bienes de la fiscalía general de la nación,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,3283487484.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1527000000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,72282648283.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,67268638717.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,5255844162.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,544963482.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,3001000000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,988000000.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,590000000.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,134668477249.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,2500000000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,182768517311.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,57175494479.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,6060755483.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,5720819000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1505297000.0,3505,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,829600000.0,3505,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,164625200000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,118872000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,260427800000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",CONTRIBUCIONES PARAFISCALES DE LOS ESTABLECIMIENTOS PÚBLICOS,1113999781199.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,79403000000.0,3708,37,Interior,Unidad nacional de protección - unp,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,115180313778.0,3801,38,Empleo público,Comisión nacional del servicio civil,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,500000000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,47740500000.0,4104,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,2145633000.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,164937724271.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,8313293881.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2019
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",CONTRIBUCIONES PARAFISCALES DE LOS ESTABLECIMIENTOS PÚBLICOS,2477100420468.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2019
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACIÓN,159366960000000.0,,,Nación,Nación,2020
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACIÓN,81265594647948.0,,,Nación,Nación,2020
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",CONTRIBUCIONES PARAFISCALES DE LA NACIÓN,2246823131586.0,,,Nación,Nación,2020
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",FONDOS ESPECIALES DE LA NACIÓN,12351401246435.0,,,Nación,Nación,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,66654230000.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,141135000.0,213,2,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,620248483343.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,41869000000.0,402,4,Información estadística,Fondo rotatorio del dane,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,71233000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,35080000000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,197904516770.0,503,5,Empleo público,Escuela superior de administración pública (esap),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",CONTRIBUCIONES PARAFISCALES DE LOS ESTABLECIMIENTOS PÚBLICOS,160697000000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,185328000000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,24672000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,8000000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,328836952000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,22000000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,77575000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,52600000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1900000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES ESTABLECIMIENTOS PÚBLICOS,101945600000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,23943000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,14042000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,4127000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,113000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,269042000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,237841000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,8081000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,31650000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,5661000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,5000000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,3000000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,47442000000.0,1510,15,Defensa y policía,Club militar de oficiales,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,6300000000.0,1510,15,Defensa y policía,Club militar de oficiales,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,272035000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,26488000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,209322000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,65796000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,30885000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,406680000000.0,1519,15,Defensa y policía,Hospital militar,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1670000000.0,1519,15,Defensa y policía,Hospital militar,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,497067000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,23242000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,63912470435.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,18812267766.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,3860725866.0,1715,17,Agricultura y desarrollo rural,Autoridad nacional de acuicultura y pesca - aunap,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,3364435100.0,1715,17,Agricultura y desarrollo rural,Autoridad nacional de acuicultura y pesca - aunap,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1834736000.0,1717,17,Agricultura y desarrollo rural,Agencia nacional de tierras - ant,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,4141400000.0,1717,17,Agricultura y desarrollo rural,Agencia nacional de tierras - ant,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,671080556.0,1718,17,Agricultura y desarrollo rural,Agencia de desarrollo rural - adr,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,4304325868.0,1718,17,Agricultura y desarrollo rural,Agencia de desarrollo rural - adr,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,4517408000.0,1903,19,Salud y protección social,Instituto nacional de salud (ins),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,117384651011.0,1910,19,Salud y protección social,Superintendencia nacional de salud,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,38059019989.0,1910,19,Salud y protección social,Superintendencia nacional de salud,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,162579000000.0,1912,19,Salud y protección social,Instituto nacional de vigilancia de medicamentos y alimentos - invima,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,33554000000.0,1912,19,Salud y protección social,Instituto nacional de vigilancia de medicamentos y alimentos - invima,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,19922670000.0,1913,19,Salud y protección social,Fondo de previsión social del congreso ,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,39900000000.0,1913,19,Salud y protección social,Fondo de previsión social del congreso ,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,107118488000.0,1914,19,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,4646975000.0,1914,19,Salud y protección social,Fondo pasivo social de ferrocarriles nacionales de colombia ,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,11499366200.0,2103,21,Minas y energía,Servicio geológico colombiano,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,7194783000.0,2103,21,Minas y energía,Servicio geológico colombiano,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,36086600000.0,2109,21,Minas y energía,Unidad de planeacion minero energética - upme,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1298656335.0,2109,21,Minas y energía,Unidad de planeacion minero energética - upme,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,10661448000.0,2110,21,Minas y energía,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,16954802000.0,2110,21,Minas y energía,Instituto de planificación y promoción de soluciones  energéticas para las zonas no interconectadas - ipse,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,218017763225.0,2111,21,Minas y energía,Agencia nacional de hidrocarburos - anh,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,966969700000.0,2111,21,Minas y energía,Agencia nacional de hidrocarburos - anh,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,51679424000.0,2112,21,Minas y energía,Agencia nacional de minería - anm,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,54027636000.0,2112,21,Minas y energía,Agencia nacional de minería - anm,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1000204396.0,2209,22,Educación,Nación,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,295213459.0,2209,22,Educación,Nación,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,820349337.0,2210,22,Educación,Instituto nacional para ciegos (inci),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,907330663.0,2210,22,Educación,Instituto nacional para ciegos (inci),2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,11230302042.0,2234,22,Educación,Escuela tecnológica instituto técnico central,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,335415267.0,2238,22,Educación,Instituto nacional de formación técnica profesional de san andres y providencia,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,156752999.0,2238,22,Educación,Instituto nacional de formación técnica profesional de san andres y providencia,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1915200000.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,9000926756.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,1363264244.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,2273805000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1322897634361.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,120000000000.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,45926101000.0,2308,23,Tecnologías de la información y las comunicaciones,Unidad administrativa especial comisión de regulación de las comunicaciones ,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,27413796610.0,2309,23,Tecnologías de la información y las comunicaciones,Agencia nacional del espectro - ane,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,33423895231.0,2311,23,Tecnologías de la información y las comunicaciones,Computadores para educar cpe,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,17326513922.0,2312,23,Tecnologías de la información y las comunicaciones,Corporación agencia nacional de gobierno digital - and,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",INGRESOS CORRIENTES,1117076853223.0,2402,24,Transporte,Instituto nacional de vías,2020
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",RECURSOS DE CAPITAL,53415120369.0,2402,24,Transporte,Instituto nacional de vías,2020
